Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
0.14997,85366.488,3.4895,0.44481,,,1.5029,0.52332,,,,,1.5029,0.5233254112554104,0.0169006458287874,5.794917869161945,0.005599999999999999
0.14997,85426.487,3.4904,0.44731,0.0,0.0,1.5116,0.52346,3.4904,0.44731,2.503126954346456,0.4000000000000057,1.5116,0.5234782251082244,0.0177961884858532,5.794917869161945,0.005599999999999999
0.14998,85486.488,3.4913,0.44981,,2.5616,1.5203,0.52363,,,,,1.5203,0.5236350649350642,0.0175125640642868,5.794917869161945,0.005599999999999999
0.14998,85546.487,3.4923,0.45231,0.0,,1.529,0.52378,,,,,1.529,0.523782943722943,0.0172341391006867,5.73673528499388,0.005599999999999999
0.14998,85606.488,3.4935,0.45481,,0.0,1.5378,0.52396,,,,,1.5378,0.5239367099567093,0.0172591606035439,5.73673528499388,0.005599999999999999
0.14998,85666.487,3.4945,0.45731,0.0,,1.5465,0.52411,3.4945,0.45731,2.4698885877748324,0.4049999999999727,1.5465,0.5240850216450209,0.0170075135592284,5.73673528499388,0.005599999999999999
0.14997,85726.487,3.4953,0.45981,,0.0,1.5552,0.52419,,,,,1.5552,0.5242326406926399,0.0171873333165315,5.73673528499388,0.005599999999999999
0.14998,85786.487,3.4963,0.46231,0.39332,2.4983,1.564,0.52438,,,,,1.564,0.5243858441558434,0.0175826730616321,5.73673528499388,0.005599999999999999
0.14998,85846.487,3.4974,0.46481,,,1.5727,0.52454,,,,,1.5727,0.5245403030303023,0.0173796877352607,5.73673528499388,0.005599999999999999
0.14998,85906.487,3.4985,0.46731,0.0,0.0,1.5815,0.52471,3.4985,0.46731,2.498749999999994,0.4002003003503773,1.5815,0.5246899134199127,0.0176173920123829,5.728633607297868,0.005599999999999999
0.14998,85966.487,3.4995,0.46981,,,1.5902,0.52486,,,,,1.5902,0.5248484848484841,0.0171478355947591,5.728633607297868,0.005599999999999999
0.14998,86026.488,3.5004,0.47231,0.0,0.0,1.599,0.52499,,,,,1.599,0.5249897835497828,0.0162020227868815,5.728633607297868,0.005599999999999999
0.14997,86086.487,3.5014,0.4748,,2.4423,1.6077,0.5251,,,,,1.6077,0.5251319913419905,0.0168794557435418,5.728633607297868,0.005599999999999999
0.14998,86146.488,3.5025,0.4773,0.0,,1.6165,0.5253,3.5025,0.4773,2.4120833333332854,0.4154032591769123,1.6165,0.5252852813852806,0.0173748815000536,5.728633607297868,0.005599999999999999
0.14997,86206.487,3.5036,0.4798,,0.0,1.6252,0.52543,,,,,1.6252,0.5254360606060599,0.0177466136639914,5.712526700449808,0.005599999999999999
0.14997,86266.488,3.5047,0.4823,0.0,,1.634,0.5256,,,,,1.634,0.52559593073593,0.0182595544725039,5.712526700449808,0.005599999999999999
0.14998,86326.489,3.5057,0.4848,,0.0,1.6427,0.52578,3.5057,0.4848,2.359837516087488,0.4238095238095525,1.6427,0.5257555844155837,0.018005211412948,5.712526700449808,0.005599999999999999
0.14997,86386.488,3.5066,0.4873,0.41108,2.4188,1.6515,0.52588,,,,,1.6515,0.5259109523809516,0.0182113341204157,5.712526700449808,0.005599999999999999
0.14998,86446.488,3.5077,0.4898,,,1.6603,0.52608,,,,,1.6603,0.526076103896103,0.0185579184461914,5.712526700449808,0.005599999999999999
0.14998,86506.487,3.5087,0.4923,0.0,0.0,1.669,0.52623,,,,,1.669,0.5262357575757569,0.0181397197617556,5.712526700449808,0.005599999999999999
0.14998,86566.486,3.5099,0.4948,,,1.6778,0.52641,3.5099,0.4948,2.4419279907084785,0.4099999999999966,1.6778,0.5263935064935057,0.0182162534435228,5.694563159129811,0.005599999999999999
0.14998,86626.489,3.5109,0.4973,0.0,0.0,1.6866,0.52656,,,,,1.6866,0.5265563636363629,0.0176926691261734,5.694563159129811,0.005599999999999999
0.14998,86686.486,3.5118,0.4998,,2.4015,1.6953,0.5267,,,,,1.6953,0.5267032900432893,0.0172231127085531,5.694563159129811,0.005599999999999999
0.14998,86746.487,3.5128,0.5023,0.0,,1.7041,0.52685,,,,,1.7041,0.5268578354978347,0.017451298701296,5.694563159129811,0.005599999999999999
0.14998,86806.489,3.5139,0.5048,,0.0,1.7129,0.52701,3.5139,0.5048,2.468684131285812,0.4052078091097542,1.7129,0.5270104329004321,0.0175423061786688,5.694563159129811,0.005599999999999999
0.14997,86866.488,3.5151,0.50729,0.0,,1.7217,0.52716,,,,,1.7217,0.5271665800865792,0.017775974025973,5.712526700449842,0.005599999999999999
0.14998,86926.487,3.5161,0.50979,0.41677,0.0,1.7305,0.52734,,,,,1.7305,0.5273232900432893,0.0178276269185353,5.712526700449842,0.005599999999999999
0.14998,86986.488,3.517,0.51229,,2.4127,1.7393,0.52748,,,,,1.7393,0.5274803463203455,0.0179087957497046,5.712526700449842,0.005599999999999999
0.14998,87046.487,3.518,0.51479,0.0,,1.7481,0.52763,3.518,0.51479,2.3824048564406084,0.4202003053578949,1.7481,0.5276384848484841,0.0183894258948065,5.712526700449842,0.005599999999999999
0.14998,87106.487,3.5191,0.51729,,0.0,1.7568,0.52779,,,,,1.7568,0.5278020779220771,0.0180201393371923,5.712526700449842,0.005599999999999999
0.14998,87166.489,3.5202,0.51979,0.0,,1.7656,0.52796,,,,,1.7656,0.5279536796536788,0.0172840417158646,5.728633607297804,0.005599999999999999
0.14998,87226.488,3.5213,0.52229,,0.0,1.7744,0.52812,,,,,1.7744,0.5281062770562763,0.0167699724518008,5.728633607297804,0.005599999999999999
0.14998,87286.488,3.5223,0.52479,0.0,2.3953,1.7832,0.52827,3.5223,0.52479,2.353592599830584,0.4250000000000113,1.7832,0.5282488311688305,0.0165338449429341,5.728633607297804,0.005599999999999999
0.14997,87346.487,3.5232,0.52729,,,1.792,0.52837,,,,,1.792,0.528397272727272,0.0170594858427044,5.728633607297804,0.005599999999999999
0.14997,87406.488,3.5243,0.52979,0.0,0.0,1.8009,0.52854,,,,,1.8009,0.5285508225108217,0.0175170940622457,5.728633607297804,0.005599999999999999
0.14997,87466.487,3.5253,0.53229,,,1.8097,0.52869,,,,,1.8097,0.5287072727272719,0.0178227075954282,5.728633607297804,0.005599999999999999
0.14998,87526.488,3.5265,0.53479,0.41261,2.4431,1.8185,0.5289,3.5265,0.53479,2.440647502903616,0.4101952978491567,1.8185,0.5288645021645013,0.0184277843368825,5.752842191841828,0.005599999999999999
0.14998,87586.486,3.5274,0.53729,,,1.8273,0.52904,,,,,1.8273,0.529031601731601,0.0182506887052369,5.752842191841828,0.005599999999999999
0.14998,87646.487,3.5283,0.53979,0.0,0.0,1.8361,0.52917,,,,,1.8361,0.5291857142857135,0.0172348484848505,5.752842191841828,0.005599999999999999
0.14998,87706.488,3.5293,0.54228,,,1.8449,0.52932,,,,,1.8449,0.5293349350649343,0.0166568280204657,5.752842191841828,0.005599999999999999
0.14998,87766.486,3.5305,0.54478,0.0,0.0,1.8537,0.5295,3.5305,0.54478,2.566258434547919,0.3902053028515979,1.8537,0.5294788744588736,0.0162968143246722,5.752842191841828,0.005599999999999999
0.14997,87826.489,3.5315,0.54728,,2.4656,1.8626,0.52962,,,,,1.8626,0.5296233766233758,0.0164501749171748,5.820983088177929,0.005599999999999999
0.14997,87886.489,3.5325,0.54978,0.0,,1.8714,0.52977,,,,,1.8714,0.5297699999999992,0.0164551357733202,5.820983088177929,0.005599999999999999
0.14998,87946.487,3.5333,0.55228,,0.0,1.8802,0.52992,,,,,1.8802,0.5299129870129862,0.0163270360126865,5.820983088177929,0.005599999999999999
0.14997,88006.489,3.5343,0.55478,0.0,,1.8891,0.53004,3.5343,0.55478,2.5389577679920023,0.3950000000000386,1.8891,0.5300590043290037,0.0172175168723534,5.820983088177929,0.005599999999999999
0.14997,88066.487,3.5355,0.55728,,0.0,1.8979,0.53022,,,,,1.8979,0.5302175757575751,0.0176849665485967,5.820983088177929,0.005599999999999999
0.14997,88126.487,3.5365,0.55978,0.4032,2.487,1.9067,0.53037,,,,,1.9067,0.530370259740259,0.0176356178028989,5.820983088177929,0.005599999999999999
0.14998,88186.487,3.5374,0.56228,,,1.9156,0.53054,,,,,1.9156,0.5305297835497828,0.0177716634897926,5.845191672721989,0.005599999999999999
0.14998,88246.488,3.5384,0.56478,0.0,0.0,1.9244,0.53069,3.5384,0.56478,2.439024390243901,0.4099999999999681,1.9244,0.5306848484848478,0.0173533002453112,5.845191672721989,0.005599999999999999
0.14998,88306.487,3.5393,0.56728,,,1.9333,0.53082,,,,,1.9333,0.5308368831168824,0.0170886295453414,5.845191672721989,0.005599999999999999
0.14998,88366.488,3.5405,0.56978,0.0,0.0,1.9421,0.531,,,,,1.9421,0.5309873160173152,0.0166557565929608,5.845191672721989,0.005599999999999999
0.14997,88426.488,3.5415,0.57228,,2.4968,1.951,0.53112,,,,,1.951,0.531131601731601,0.0165048695583998,5.845191672721989,0.005599999999999999
0.14998,88486.488,3.5425,0.57478,0.0,,1.9598,0.5313,3.5425,0.57478,2.4686231556760703,0.4051977990997386,1.9598,0.5312793939393932,0.0171844075451197,5.861298579570036,0.005599999999999999
0.14998,88546.488,3.5433,0.57728,,0.0,1.9687,0.53142,,,,,1.9687,0.5314358441558434,0.0170260998367339,5.861298579570036,0.005599999999999999
0.14998,88606.487,3.5443,0.57977,0.0,,1.9775,0.53157,,,,,1.9775,0.531580865800865,0.016699631408958,5.861298579570036,0.005599999999999999
0.14998,88666.486,3.5454,0.58227,,0.0,1.9864,0.53174,,,,,1.9864,0.5317314718614712,0.0166278982285881,5.861298579570036,0.005599999999999999
0.14998,88726.489,3.5465,0.58477,0.39687,2.5404,1.9952,0.5319,3.5465,0.58477,2.6040988065988984,0.3852078041022082,1.9952,0.5318752380952374,0.0166206433746367,5.861298579570036,0.005599999999999999
0.14997,88786.488,3.5474,0.58727,,,2.0041,0.532,,,,,2.0041,0.5320257142857135,0.0163723916532809,5.861298579570036,0.005599999999999999
0.14998,88846.488,3.5483,0.58977,0.0,0.0,2.013,0.53217,,,,,2.013,0.5321666666666659,0.0159946255497338,5.895369027738161,0.005599999999999999
0.14998,88906.487,3.5492,0.59227,,,2.0218,0.53231,,,,,2.0218,0.5323087878787871,0.0163501133933188,5.895369027738161,0.005599999999999999
0.14998,88966.488,3.5502,0.59477,0.0,0.0,2.0307,0.53246,3.5502,0.59477,2.635226319436839,0.3799999999999954,2.0307,0.5324561038961031,0.0163602315287754,5.895369027738161,0.005599999999999999
0.14997,89026.488,3.5513,0.59727,,,2.0396,0.53259,,,,,2.0396,0.5325999999999993,0.0162264701590544,5.895369027738161,0.005599999999999999
0.14998,89086.486,3.5522,0.59977,0.0,2.5704,2.0485,0.53276,,,,,2.0485,0.5327449350649343,0.0164015759521269,5.895369027738161,0.005599999999999999
0.14998,89146.488,3.5531,0.60227,,,2.0574,0.53289,,,,,2.0574,0.5328919480519473,0.0164494426241184,5.895369027738161,0.005599999999999999
0.14997,89206.488,3.5541,0.60477,0.0,0.0,2.0662,0.53301,3.5541,0.60477,2.596946036419638,0.3851877840822624,2.0662,0.5330361038961031,0.0163019272604465,5.935684519130228,0.005599999999999999
0.14998,89266.487,3.5552,0.60727,,,2.0751,0.53321,,,,,2.0751,0.5331804761904754,0.0160343401916449,5.935684519130228,0.005599999999999999
0.14997,89326.487,3.5562,0.60977,0.38836,0.0,2.084,0.53332,,,,,2.084,0.5333215151515144,0.0163091590057931,5.935684519130228,0.005599999999999999
0.14997,89386.488,3.5571,0.61227,,2.5763,2.0929,0.53346,,,,,2.0929,0.5334707792207785,0.0166253222432928,5.935684519130228,0.005599999999999999
0.14998,89446.489,3.5579,0.61476,0.0,,2.1018,0.53361,3.5579,0.61476,2.59694603641978,0.385187784082234,2.1018,0.5336174458874451,0.0158786905977983,5.935684519130228,0.005599999999999999
0.14998,89506.487,3.5589,0.61726,,0.0,2.1107,0.53376,,,,,2.1107,0.5337534199134192,0.0156695364560555,5.935684519130228,0.005599999999999999
0.14998,89566.487,3.5599,0.61976,0.0,,2.1196,0.53391,,,,,2.1196,0.5338963636363628,0.0156354881073959,6.04414090685838,0.005599999999999999
0.14997,89626.487,3.5609,0.62226,,0.0,2.1285,0.53403,,,,,2.1285,0.5340317316017309,0.0153120287951864,6.04414090685838,0.005599999999999999
0.14997,89686.487,3.5618,0.62476,0.0,2.6669,2.1374,0.53416,3.5618,0.62476,2.6633089133089456,0.3766666666666225,2.1374,0.5341689177489171,0.0151004426285297,6.04414090685838,0.005599999999999999
0.14998,89746.486,3.5625,0.62726,,,2.1463,0.5343,,,,,2.1463,0.5343005194805187,0.015594143684023,6.04414090685838,0.005599999999999999
0.14998,89806.488,3.5634,0.62976,0.0,0.0,2.1552,0.53444,,,,,2.1552,0.5344464935064928,0.0164283282260839,6.04414090685838,0.005599999999999999
0.14998,89866.487,3.5645,0.63226,,,2.1641,0.5346,,,,,2.1641,0.534592943722943,0.0161048689138567,6.04414090685838,0.005599999999999999
0.14997,89926.488,3.5655,0.63476,0.0,0.0,2.173,0.53472,,,,,2.173,0.5347331601731594,0.0157692494771097,6.162555606754622,0.005599999999999999
0.14999,89986.487,3.5663,0.63726,0.37289,,2.1819,0.53491,3.5663,0.63726,2.7777777777777146,0.3600000000000136,2.1819,0.5348736363636355,0.0154506542146961,6.162555606754622,0.005599999999999999
0.14998,90046.487,3.5671,0.63976,,2.7317,2.1908,0.53499,,,,,2.1908,0.5350081818181811,0.0153874215672047,6.162555606754622,0.005599999999999999
0.14998,90106.488,3.568,0.64226,0.0,,2.1997,0.53513,,,,,2.1997,0.5351475324675317,0.0153245454959076,6.162555606754622,0.005599999999999999
0.14998,90166.488,3.5691,0.64476,,0.0,2.2087,0.53529,,,,,2.2087,0.5352824242424234,0.0145150480446467,6.162555606754622,0.005599999999999999
0.14998,90226.488,3.5699,0.64726,0.0,,2.2176,0.53541,3.5699,0.64726,2.80516414141411,0.3565681749490181,2.2176,0.5354074458874452,0.0145021645021685,6.162555606754622,0.005599999999999999
0.14999,90286.487,3.5707,0.64975,,0.0,2.2265,0.53557,,,,,2.2265,0.5355405627705621,0.0151271949024653,6.210876327298707,0.005599999999999999
0.14998,90346.487,3.5715,0.65225,0.0,2.802,2.2354,0.53565,,,,,2.2354,0.5356767099567091,0.0152296666338465,6.210876327298707,0.005599999999999999
0.14998,90406.489,3.5724,0.65475,,,2.2444,0.53579,,,,,2.2444,0.5358131601731595,0.0146207093366754,6.210876327298707,0.005599999999999999
0.14998,90466.487,3.5734,0.65725,0.0,0.0,2.2533,0.53594,,,,,2.2533,0.5359385281385274,0.0138139014543448,6.210876327298707,0.005599999999999999
0.14999,90526.488,3.5743,0.65975,,,2.2622,0.53611,3.5743,0.65975,2.948160173160261,0.3399074368431911,2.2622,0.5360590476190468,0.0139043610056077,6.210876327298707,0.005599999999999999
0.14998,90586.488,3.5751,0.66225,0.0,0.0,2.2712,0.53619,,,,,2.2712,0.5361874891774884,0.0139875118012113,6.210876327298707,0.005599999999999999
0.14997,90646.487,3.5758,0.66475,,,2.2801,0.53626,,,,,2.2801,0.5363094805194797,0.0137020283087672,6.210876327298707,0.005599999999999999
0.14998,90706.488,3.5767,0.66725,0.34988,2.9109,2.289,0.53643,,,,,2.289,0.5364313852813845,0.0138893494790792,6.251191818690707,0.005599999999999999
0.14998,90766.487,3.5776,0.66975,,,2.298,0.53657,3.5776,0.66975,3.0731112494811867,0.3255555555555247,2.298,0.5365581385281377,0.0144689594366411,6.251191818690707,0.005599999999999999
0.14998,90826.488,3.5785,0.67225,0.0,0.0,2.3069,0.5367,,,,,2.3069,0.5366903030303023,0.013976296709341,6.251191818690707,0.005599999999999999
0.14998,90886.488,3.5793,0.67475,,,2.3159,0.53682,,,,,2.3159,0.5368081385281378,0.0127632733382512,6.251191818690707,0.005599999999999999
0.14998,90946.489,3.58,0.67725,0.0,0.0,2.3248,0.53693,,,,,2.3248,0.5369188311688304,0.0128756769702071,6.251191818690707,0.005599999999999999
0.14997,91006.488,3.5808,0.67975,,,2.3338,0.53701,,,,,2.3338,0.5370387012987005,0.0135824587327988,6.251191818690707,0.005599999999999999
0.14997,91066.487,3.5816,0.68225,0.0,3.0082,2.3427,0.53713,3.5816,0.68225,3.0861562782293817,0.3241329582273522,2.3427,0.5371619047619041,0.0139842419278757,6.393718654586934,0.005599999999999999
0.14998,91126.487,3.5826,0.68475,,,2.3517,0.53732,,,,,2.3517,0.5372890476190468,0.0144807010898304,6.393718654586934,0.005599999999999999
0.14998,91186.487,3.5834,0.68725,0.0,0.0,2.3606,0.53744,,,,,2.3606,0.5374210389610383,0.0143898215576037,6.393718654586934,0.005599999999999999
0.14998,91246.487,3.5841,0.68974,,,2.3696,0.53754,,,,,2.3696,0.537546536796536,0.0138909167840139,6.393718654586934,0.005599999999999999
0.14998,91306.488,3.5849,0.69224,0.0,0.0,2.3785,0.53766,,,,,2.3785,0.5376696969696962,0.0128960250628757,6.393718654586934,0.005599999999999999
0.14998,91366.487,3.5857,0.69474,,,2.3875,0.53778,3.5857,0.69474,3.127719668542852,0.3201345588675792,2.3875,0.5377771861471854,0.0126857024622424,6.393718654586934,0.005599999999999999
0.14997,91426.487,3.5866,0.69724,0.32837,3.1109,2.3964,0.53788,,,,,2.3964,0.5378966233766227,0.0130898772239547,6.393718654586934,0.005599999999999999
0.14998,91486.487,3.5874,0.69974,,,2.4054,0.53804,,,,,2.4054,0.5380114285714278,0.0122655122655075,6.56855575272325,0.005599999999999999
0.14997,91546.488,3.5881,0.70224,0.0,0.0,2.4144,0.53811,,,,,2.4144,0.5381174025974018,0.012836776346905,6.56855575272325,0.005599999999999999
0.14998,91606.488,3.5888,0.70474,,,2.4233,0.53825,,,,,2.4233,0.5382409956709948,0.0139010235005407,6.56855575272325,0.005599999999999999
0.14997,91666.488,3.5896,0.70724,0.0,0.0,2.4323,0.53833,3.5896,0.70724,3.197978279348945,0.3127013284714195,2.4323,0.5383662337662329,0.0132563732563752,6.56855575272325,0.005599999999999999
0.14997,91726.488,3.5905,0.70974,,,2.4413,0.53847,,,,,2.4413,0.5384796103896096,0.0129894179894201,6.56855575272325,0.005599999999999999
0.14999,91786.488,3.5913,0.71224,0.0,0.0,2.4503,0.53866,,,,,2.4503,0.5386000432900425,0.0131268723836655,6.56855575272325,0.005599999999999999
0.14998,91846.486,3.5919,0.71474,,3.2052,2.4592,0.53871,,,,,2.4592,0.5387146320346312,0.0132488422821701,6.56855575272325,0.005599999999999999
0.14997,91906.487,3.5927,0.71724,0.0,,2.4682,0.5388,,,,,2.4682,0.5388372727272719,0.0131000481000498,6.56855575272325,0.005599999999999999
0.14998,91966.487,3.5934,0.71974,,0.0,2.4772,0.53894,,,,,2.4772,0.5389504329004321,0.011789321789319,6.751398080011637,0.005599999999999999
0.14998,92026.487,3.5943,0.72223,0.0,,2.4862,0.53907,3.5943,0.72223,3.295121032887053,0.3039767013343066,2.4862,0.5390494805194797,0.0119528619528637,6.751398080011637,0.005599999999999999
0.14998,92086.488,3.5951,0.72473,,0.0,2.4952,0.53919,,,,,2.4952,0.5391655844155836,0.0124771524771603,6.751398080011637,0.005599999999999999
0.14998,92146.488,3.5956,0.72723,0.0,,2.5042,0.53927,,,,,2.5042,0.5392740692640685,0.0116255095892263,6.751398080011637,0.005599999999999999
0.14997,92206.488,3.5963,0.72973,0.30626,3.334,2.5131,0.53934,,,,,2.5131,0.5393737662337654,0.0113146059263691,6.751398080011637,0.005599999999999999
0.14998,92266.489,3.5971,0.73223,,,2.5221,0.53949,,,,,2.5221,0.5394766233766226,0.0119721019721055,6.751398080011637,0.005599999999999999
0.14997,92326.487,3.598,0.73473,0.0,0.0,2.5311,0.53959,3.598,0.73473,3.4687942915791865,0.2887272727273,2.5311,0.5395892640692633,0.0124242424242417,6.751398080011637,0.005599999999999999
0.14997,92386.488,3.5987,0.73723,,,2.5401,0.5397,,,,,2.5401,0.5397002597402589,0.0126238576238471,6.93424040729995,0.005599999999999999
0.14998,92446.488,3.5993,0.73973,0.0,0.0,2.5491,0.53982,,,,,2.5491,0.5398164935064926,0.012032227032229,6.93424040729995,0.005599999999999999
0.14998,92506.488,3.6,0.74223,,,2.5581,0.53993,,,,,2.5581,0.539916839826839,0.0118614718614864,6.93424040729995,0.005599999999999999
0.14997,92566.489,3.6007,0.74473,0.0,0.0,2.5671,0.54,,,,,2.5671,0.5400299999999993,0.0118542568542601,6.93424040729995,0.005599999999999999
0.14998,92626.487,3.6015,0.74723,,3.5162,2.5761,0.54015,,,,,2.5761,0.5401302164502157,0.0111399711399649,6.93424040729995,0.005599999999999999
0.14997,92686.487,3.6022,0.74973,0.0,,2.5851,0.54022,3.6022,0.74973,3.614273120355904,0.2767567574781964,2.5851,0.5402305194805187,0.0109836459836429,6.93424040729995,0.005599999999999999
0.14998,92746.487,3.6029,0.75223,,0.0,2.5941,0.54036,,,,,2.5941,0.5403279220779214,0.0110317460317439,6.93424040729995,0.005599999999999999
0.14997,92806.488,3.6034,0.75473,0.0,,2.6031,0.5404,,,,,2.6031,0.5404290909090901,0.0116690716690683,6.93424040729995,0.005599999999999999
0.14998,92866.487,3.6041,0.75722,,0.0,2.6121,0.54054,,,,,2.6121,0.5405379653679646,0.012296777296779,7.125184412284201,0.005599999999999999
0.14997,92926.486,3.6049,0.75972,0.0,,2.6211,0.54063,,,,,2.6211,0.5406504329004321,0.0123881673881669,7.125184412284201,0.005599999999999999
0.14998,92986.486,3.6056,0.76222,,0.0,2.6301,0.54077,,,,,2.6301,0.5407609523809516,0.0120661860283064,7.125184412284201,0.005599999999999999
0.14999,93046.487,3.6063,0.76472,0.28042,,2.6392,0.54091,3.6063,0.76472,3.807263450382564,0.2634278700712826,2.6392,0.5408687878787871,0.0117711546835437,7.125184412284201,0.005599999999999999
0.14998,93106.487,3.6068,0.76722,,3.6634,2.6482,0.54095,,,,,2.6482,0.5409740259740252,0.0114381914381915,7.125184412284201,0.005599999999999999
0.14999,93166.488,3.6074,0.76972,0.0,,2.6572,0.54107,,,,,2.6572,0.5410746753246746,0.0106180856180877,7.125184412284201,0.005599999999999999
0.14997,93226.488,3.6083,0.77222,,0.0,2.6662,0.54114,,,,,2.6662,0.5411651515151508,0.0099134199134169,7.125184412284201,0.005599999999999999
0.14999,93286.486,3.6089,0.77472,0.0,,2.6752,0.5413,,,,,2.6752,0.5412531168831161,0.0106349206349172,7.125184412284201,0.005599999999999999
0.14998,93346.486,3.6094,0.77722,,0.0,2.6842,0.54134,,,,,2.6842,0.5413565800865794,0.0107069083391095,7.125184412284201,0.005599999999999999
0.14998,93406.486,3.6101,0.77972,0.0,,2.6933,0.54144,3.6101,0.77972,3.9460526315789366,0.2534178622879466,2.6933,0.5414467532467524,0.0101289370981554,7.309883374044498,0.005599999999999999
0.14998,93466.489,3.6107,0.78222,,0.0,2.7023,0.54153,,,,,2.7023,0.5415398701298694,0.009918229918238,7.309883374044498,0.005599999999999999
0.14998,93526.487,3.6115,0.78472,0.0,3.8486,2.7113,0.54165,,,,,2.7113,0.5416252813852807,0.010389610389609,7.309883374044498,0.005599999999999999
0.14997,93586.487,3.6121,0.78722,,,2.7203,0.54171,,,,,2.7203,0.5417268831168823,0.0107424823999409,7.309883374044498,0.005599999999999999
0.14998,93646.487,3.6126,0.78971,0.0,0.0,2.7294,0.54182,,,,,2.7294,0.5418196103896096,0.0100653612808265,7.309883374044498,0.005599999999999999
0.14998,93706.487,3.6132,0.79221,,,2.7384,0.54191,,,,,2.7384,0.5419090909090901,0.0100240500240502,7.309883374044498,0.005599999999999999
0.14998,93766.489,3.6139,0.79471,0.0,0.0,2.7474,0.54201,3.6139,0.79471,4.003393172854729,0.2499091413798453,2.7474,0.5420000432900425,0.0096744966279338,7.309883374044498,0.005599999999999999
0.14997,93826.487,3.6146,0.79721,,,2.7565,0.54208,,,,,2.7565,0.5420841125541118,0.009343190937507,7.309883374044498,0.005599999999999999
0.14997,93886.488,3.6152,0.79971,0.0,0.0,2.7655,0.54217,,,,,2.7655,0.5421691341991335,0.0100505050505006,7.416483127300698,0.005599999999999999
0.14998,93946.488,3.6156,0.80221,,,2.7745,0.54227,,,,,2.7745,0.5422650216450209,0.0105391743513223,7.416483127300698,0.005599999999999999
0.14997,94006.488,3.6162,0.80471,0.25393,0.0,2.7836,0.54232,,,,,2.7836,0.5423598701298693,0.0103191099876234,7.416483127300698,0.005599999999999999
0.14998,94066.486,3.617,0.80721,,4.0569,2.7926,0.54248,,,,,2.7926,0.5424518181818174,0.0100625300625374,7.416483127300698,0.005599999999999999
0.14998,94126.487,3.6176,0.80971,0.0,,2.8016,0.54257,,,,,2.8016,0.5425409956709949,0.0102187443939634,7.416483127300698,0.005599999999999999
0.14997,94186.488,3.6182,0.81221,,0.0,2.8107,0.54262,3.6182,0.81221,4.226604791258154,0.2372057695998108,2.8107,0.542636839826839,0.0105355403461082,7.416483127300698,0.005599999999999999
0.14997,94246.488,3.6187,0.81471,0.0,,2.8197,0.5427,,,,,2.8197,0.5427316883116875,0.0095444241221791,7.416483127300698,0.005599999999999999
0.14998,94306.487,3.6193,0.81721,,0.0,2.8288,0.54282,,,,,2.8288,0.5428093939393932,0.009172007506649,7.416483127300698,0.005599999999999999
0.14998,94366.487,3.62,0.81971,0.0,,2.8378,0.54293,,,,,2.8378,0.5428975757575749,0.0100897953226279,7.416483127300698,0.005599999999999999
0.14997,94426.487,3.6206,0.8222,,0.0,2.8469,0.54298,,,,,2.8469,0.5429920779220772,0.0100946319020529,7.416483127300698,0.005599999999999999
0.14997,94486.489,3.6211,0.8247,0.0,,2.8559,0.54306,,,,,2.8559,0.5430803463203455,0.0094062910400758,7.515077651404948,0.005599999999999999
0.14998,94546.487,3.6216,0.8272,,4.1916,2.865,0.54317,,,,,2.865,0.5431622510822504,0.0093361606384476,7.515077651404948,0.005599999999999999
0.14998,94606.488,3.6222,0.8297,0.0,,2.874,0.54326,3.6222,0.8297,4.207073534573382,0.2383727833923785,2.874,0.5432492640692633,0.0103296422949163,7.515077651404948,0.005599999999999999
0.14997,94666.487,3.623,0.8322,,0.0,2.8831,0.54334,,,,,2.8831,0.5433493506493499,0.0102933679492416,7.515077651404948,0.005599999999999999
0.14997,94726.487,3.6236,0.8347,0.0,,2.8921,0.54343,,,,,2.8921,0.5434357142857135,0.0091792492344993,7.515077651404948,0.005599999999999999
0.14998,94786.487,3.624,0.8372,,0.0,2.9012,0.54353,,,,,2.9012,0.5435154112554105,0.0093630392525412,7.515077651404948,0.005599999999999999
0.14998,94846.487,3.6246,0.8397,0.0,,2.9102,0.54362,,,,,2.9102,0.5436050649350641,0.0100797653047131,7.515077651404948,0.005599999999999999
0.14997,94906.488,3.6251,0.8422,,0.0,2.9193,0.54366,,,,,2.9193,0.5436978787878781,0.0098139955282867,7.515077651404948,0.005599999999999999
0.14997,94966.487,3.6259,0.8447,0.0,,2.9284,0.54378,3.6259,0.8447,4.277482785815991,0.2352820089191141,2.9284,0.5437836796536788,0.0094232984998505,7.515077651404948,0.005599999999999999
0.14998,95026.486,3.6265,0.8472,0.23631,4.2801,2.9374,0.5439,,,,,2.9374,0.5438684415584408,0.0093050268740952,7.675568028621227,0.005599999999999999
0.14998,95086.487,3.6269,0.8497,,,2.9465,0.54396,,,,,2.9465,0.5439520779220771,0.0097140954283787,7.675568028621227,0.005599999999999999
0.14997,95146.488,3.6275,0.8522,0.0,,2.9556,0.54402,,,,,2.9556,0.5440452380952373,0.0092716336836247,7.675568028621227,0.005599999999999999
